交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2018-06-28 00:15:32,微信红包,蒋大力,"/",收入,5.00,/,已存入零钱,1000039501000806287000313527252	,1000039501201806287000313527252	,"/"
2018-06-27 18:29:29,微信红包,将,"/",收入,10.00,/,已存入零钱,1000039501000806277018111022236	,1000039501201806277018111022236	,"/"
2018-06-27 18:25:38,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,18.00,零钱,支付成功,100005030118062700073131073961136352	,1000050301201806273110724273190	,"/"
2018-06-23 09:30:34,微信红包-退款,/,"/",收入,3.00,零钱,已全额退款,1000039401201806226005556860299	,1000039401201806226005556860299	,"/"
2018-06-22 21:41:38,扫二维码付款,小强孕婴童专卖王梅18991267123,"收款方备注:二维码收款",支出,3.00,零钱,支付成功,100005030118062200073131045894731352	,1000050301201806222610873669945	,"/"
2018-06-22 09:21:36,微信红包,/,"/",支出,3.00,零钱,已全额退款,100003940118062200073131041628302352	,1000039401201806226005556860299	,"/"
2018-06-21 21:35:23,商户消费,特优利便利店西安西长安街店,"特优利便利店西安西长安街店",支出,5.50,零钱,支付成功,4200000126201806216409373155	,199550419968201806211444142271	,"/"
2018-06-21 20:34:58,商户消费,鲜果茶饮西安樱花广场店,"鲜果茶饮西安长安广场店",支出,13.00,零钱,支付成功,4200000138201806214876337941	,7895252146635658	,"/"
2018-06-20 18:05:02,扫二维码付款,伊古斋,"收款方备注:二维码收款",支出,12.00,零钱,支付成功,100005030118062000073131032711505352	,1000050301201806200110670288636	,"/"
2018-06-20 17:39:36,扫二维码付款,严太婆锅魁 张震江,"收款方备注:二维码收款",支出,7.00,零钱,支付成功,100005030118062000073131032538692352	,1000050301201806200410578678051	,"/"
2018-06-20 17:24:24,扫二维码付款,🚀Rhymё,"收款方备注:二维码收款",支出,15.00,零钱,支付成功,100005030118062000073131032440068352	,1000050301201806200110623488798	,"/"
2018-06-20 11:39:47,微信红包,/,"/",支出,3.00,零钱,支付成功,100003950118062000073131030499853352	,1000039501201806206008737200131	,"/"
2018-06-20 11:39:07,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,16.00,零钱,支付成功,100005030118062000073131030495488352	,1000050301201806200610325588765	,"/"
2018-06-19 21:53:20,商户消费,特优利便利店西安西长安街店,"特优利便利店西安西长安街店",支出,7.50,零钱,支付成功,4200000129201806198619443816	,199550419968201806195418346191	,"/"
2018-06-19 11:24:40,商户消费,蜜雪冰城文化街店,"蜜雪冰城（长安华东店）_10021015293786715456866",支出,6.00,零钱,支付成功,4200000136201806192851955193	,101560713385201806195215179115	,"/"
2018-06-18 13:24:41,商户消费,京东商城平台商户,"京东-订单编号76438301145",支出,90.00,零钱,支付成功,4200000130201806182101614439	,40616518061813244101118	,"/"
2018-06-15 22:11:01,商户消费,充值服务,"王者荣耀王者荣耀点券(为1966538264购买)",支出,17.10,零钱,支付成功,4200000152201806151728067243	,product_2018061526128874	,"/"
2018-06-15 18:07:12,转账,薛朝,"转账备注:微信转账",收入,5.00,/,已存入零钱,1000050201201806151900609910363	,/	,"/"
2018-06-14 22:49:21,商户消费,易顺百顺,"订单支付",支出,2.00,零钱,支付成功,4200000116201806144797257176	,101550141585201806146211820207	,"/"
2018-06-13 23:46:22,商户消费,京东商城平台商户,"京东商城订单",支出,129.00,零钱,支付成功,4200000126201806138739530548	,61621218061323462209990	,"/"
2018-06-12 12:26:31,微信红包,/,"/",支出,8.00,零钱,支付成功,100003940118061200073131083268907352	,1000039401201806126010885083007	,"/"
2018-06-12 12:22:28,商户消费,水滴平台筹款需求方,"爱心筹款_8615fecc_1528743900967",支出,10.00,零钱,支付成功,4200000139201806121474812642	,f5ed02a054d54c0c966e8a46c3deaca2	,"/"
2018-06-12 09:11:39,商户消费,摩拜单车,"车费代扣",支出,50.00,零钱,支付成功,4200000136201806128296482681	,MBK0292018061209113816382039	,"/"
2018-06-11 15:15:35,微信红包,我懂你,"/",收入,88.88,/,已存入零钱,1000039501000806116016165751184	,1000039501201806116016165751184	,"/"
2018-06-07 22:04:22,商户消费,特优利便利店西安西长安街店,"特优利便利店西安西长安街店",支出,3.00,零钱,支付成功,4200000132201806070321841128	,199550419968201806071492099308	,"/"
2018-06-06 23:09:00,扫二维码付款,小强孕婴童专卖王梅18991267123,"收款方备注:二维码收款",支出,2.00,零钱,支付成功,100005030118060600073131052934037352	,1000050301201806061110888161322	,"/"
2018-06-06 19:33:31,商户消费,蜜雪冰城长安南路店,"蜜雪冰城长安南路店订单号18060601902564097校验码2405",支出,5.00,零钱,支付成功,4200000116201806060103908705	,2018060619333101748155489554N	,"/"
2018-06-05 18:06:20,微信红包,博玉,"/",收入,9.00,/,已存入零钱,1000039401000806057017310097007	,1000039401201806057017310097007	,"/"
2018-06-05 12:02:33,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,18.00,零钱,支付成功,100005030118060500073131043432930352	,1000050301201806051210348286555	,"/"
2018-06-05 07:50:52,商户消费,Keep,"健身垫 青色+灰色",支出,59.00,零钱,支付成功,4200000117201806056183750696	,1003786191840550912	,"/"
2018-06-04 21:06:44,微信红包,/,"/",支出,10.00,零钱,支付成功,100003940118060400073131040919181352	,1000039401201806046028738614115	,"/"
2018-06-03 01:19:04,转账-退款,Nirvazure,"转账备注:微信转账",收入,200.00,零钱,已全额退款,1000050201201806020100033825245	,1000050201201806020100033825245	,"/"
2018-06-02 18:17:52,扫二维码付款,小拓,"收款方备注:二维码收款",支出,8.30,零钱,支付成功,100010710118060200073131028426968352	,10001071012018060200012886327080	,"/"
2018-06-02 11:30:14,扫二维码付款,佛手指冒菜,"收款方备注:二维码收款",支出,9.86,零钱,支付成功,100010710118060200073131026170958352	,10001071012018060200005338421022	,"/"
2018-06-02 11:25:36,商户消费,冰菓倾城（西北大学店）,"美团点评智能支付_冰菓倾城（西北大学店）",支出,5.00,零钱,支付成功,4200000125201806029918197025	,2018060211253619865521505303	,"/"
2018-06-02 01:18:59,转账,杨甫,"转账备注:微信转账",支出,200.00,零钱,支付成功,100005020118060200073131024781474352	,1000050201201806020100033825245	,"/"
2018-05-31 23:14:30,微信红包,Silence,"/",收入,6.10,/,已存入零钱,1000039501000805317030952684137	,1000039501201805317030952684137	,"/"
2018-05-31 22:44:52,微信红包,/,"/",支出,6.10,零钱,支付成功,100003950118053100073131017434724352	,1000039501201805316035538771048	,"/"
2018-05-31 14:37:35,微信红包,/,"/",支出,9.60,零钱,支付成功,100003950118053100073131014367462352	,1000039501201805316015986623118	,"/"
2018-05-28 18:44:01,微信红包,博玉,"/",收入,9.00,/,已存入零钱,1000039501000805287018482178006	,1000039501201805287018482178006	,"/"
2018-05-28 13:27:52,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,17.00,零钱,支付成功,100005030118052800073131097126142352	,1000050301201805281710361760116	,"/"
2018-05-28 09:57:24,商户消费,充值服务,"王者荣耀点券",支出,64.60,零钱,支付成功,4200000152201805288496800748	,product_20180528115106373	,"/"
2018-05-26 08:47:31,商户消费,京东商城平台商户,"京东-76360421670",支出,6799.00,工商银行,支付成功,4200000134201805269701648760	,39416318052608473109754	,"/"
2018-05-25 19:47:10,微信红包,博玉,"/",收入,9.00,/,已存入零钱,1000039401000805257022674719096	,1000039401201805257022674719096	,"/"
2018-05-25 19:46:01,微信红包,/,"/",支出,20.00,零钱,支付成功,100003940118052500073131082185157352	,1000039401201805256026505310064	,"/"
2018-05-25 12:44:23,扫二维码付款,13,"收款方备注:二维码收款",支出,11.00,零钱,支付成功,100005030118052500073131079858661352	,1000050301201805251410377389713	,"/"
2018-05-25 11:40:09,商户消费,充值服务,"Q币",支出,8.00,零钱,支付成功,4200000140201805255250666156	,product_2018052567283578	,"/"
2018-05-24 13:08:20,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,17.00,零钱,支付成功,100005030118052400073131073507988352	,1000050301201805240910420380708	,"/"
2018-05-22 14:34:46,商户消费,幸福食客量贩,"[微会员]在线充值100元",支出,100.00,零钱,支付成功,4200000127201805228903481909	,2994be828ac444d3a732eb103eba6c13	,"/"
2018-05-20 11:56:30,扫二维码付款,梦飞,"收款方备注:二维码收款",支出,24.00,零钱,支付成功,100005030118052000073131049699926352	,1000050301201805200110301270720	,"/"
2018-05-18 18:03:56,扫二维码付款,小拓,"收款方备注:二维码收款",支出,8.00,零钱,支付成功,100010710118051800073131039338524352	,10001071012018051800002897431152	,"/"
2018-05-17 17:22:22,微信红包,蒋大力,"/",收入,0.52,/,已存入零钱,1000039401001805177016781026238	,1000039401201805177016781026238	,"/"
2018-05-13 23:11:58,商户消费,嘀嗒出行,"嘀嗒出行-tt-39357578",支出,10.40,零钱,支付成功,4200000111201805138743782561	,tt-39357578	,"/"
2018-05-10 17:02:41,扫二维码付款,拼搏,"收款方备注:二维码收款",支出,5.00,零钱,支付成功,100005030118051000073131092828473352	,1000050301201805101610536584655	,"/"
2018-05-10 16:49:53,扫二维码付款,A        小米黄宁,"收款方备注:二维码收款",支出,2300.00,工商银行,支付成功,100005030118051000073131092756692352	,1000050301201805100510551466524	,"/"
2018-05-09 12:45:15,微信红包,子曰是福,"/",收入,1.12,/,已存入零钱,1000039501015805087016641748296	,1000039501201805087016641748296	,"/"
2018-05-09 09:46:51,微信红包,玄不救非氪不改命,"/",收入,3.18,/,已存入零钱,1000039501001805096005339163225	,1000039501201805096005339163225	,"/"
2018-05-08 09:17:17,零钱充值,交通银行(1797),"/",/,1447.00,交通银行(1797),支付成功,110371805081724431448	,/	,"/"
2018-05-07 13:21:01,微信红包,/,"/",支出,9.00,零钱,支付成功,100003940118050700073131075730377352	,1000039401201805076011508892229	,"/"
2018-05-06 11:45:56,商户消费,充值服务,"王者荣耀点券",支出,28.50,零钱,支付成功,4200000148201805063925245448	,product_20180506153554466	,"/"
2018-05-04 10:20:46,微信红包,子曰是福,"/",收入,0.15,/,已存入零钱,1000039401014805037028000774195	,1000039401201805037028000774195	,"/"
2018-05-02 11:09:49,转账,老爸,"转账备注:微信转账",支出,20.00,零钱,支付成功,100005020118050200073131048152295352	,1000050201201805020500185111083	,"/"
2018-05-02 11:09:10,转账,老爸,"转账备注:微信转账",支出,30.00,零钱,支付成功,100005020118050200073131048149132352	,1000050201201805020700210025085	,"/"
2018-05-02 11:08:36,转账,老爸,"转账备注:微信转账",收入,1.00,/,已存入零钱,1000050201201805021400182120032	,/	,"/"
2018-04-30 19:00:38,扫二维码付款,小拓,"收款方备注:二维码收款",支出,8.30,零钱,支付成功,100010710118043000073131039509130352	,10001071012018043000011257822062	,"/"
2018-04-30 18:59:38,商户消费,西安市高新区嘉业日兴便利店,"西安市高新区嘉业日兴便利店扫码收款",支出,15.79,零钱,支付成功,4200000126201804309706206889	,18043023432226	,"已优惠0.11"
2018-04-30 18:58:17,商户消费,摩拜单车骑行红包,"/",收入,1.86,/,充值成功,1000018301201804307375061227	,/	,"/"
2018-04-30 12:37:02,扫二维码付款,缘分(肖有志),"收款方备注:二维码收款",支出,10.00,零钱,支付成功,100005030118043000073131037480087352	,1000050301201804301610352472035	,"/"
2018-04-29 18:23:27,扫二维码付款,高代军,"收款方备注:二维码收款",支出,18.00,零钱,支付成功,100005030118042900073131033847925352	,1000050301201804291210576374691	,"/"
2018-04-29 01:19:24,微信红包,子曰是福,"/",收入,1.47,/,已存入零钱,1000039501008804287029531343084	,1000039501201804287029531343084	,"/"
2018-04-26 21:52:04,微信红包,子曰是福,"/",收入,1.39,/,已存入零钱,1000039401010804267025053339088	,1000039401201804267025053339088	,"/"
2018-04-25 16:57:45,商户消费,轻松筹爱心需求方,"201804250005928351701601",支出,10.00,零钱,支付成功,4200000059201804255969028532	,201804250005928351701601	,"/"
2018-04-21 16:33:46,扫二维码付款,小强孕婴童专卖王梅18991267123,"收款方备注:二维码收款",支出,2.50,零钱,支付成功,100005030118042100073131089551253352	,1000050301201804211610508471415	,"/"
2018-04-20 13:33:53,商户消费,充值服务,"王者荣耀点券",支出,28.50,零钱,支付成功,4200000088201804202418054139	,product_20180420256053503	,"/"
2018-04-20 12:32:44,扫二维码付款,高代军,"收款方备注:二维码收款",支出,18.00,零钱,支付成功,100005030118042000073131082872847352	,1000050301201804200410333187223	,"/"
2018-04-19 13:07:14,扫二维码付款,13,"收款方备注:二维码收款",支出,11.00,零钱,支付成功,100005030118041900073131077589862352	,1000050301201804190210386678341	,"/"
2018-04-19 00:07:52,转账,杨甫,"转账备注:微信转账",支出,800.00,交通银行,支付成功,100005020118041900073131075652907352	,1000050201201804191200045200603	,"/"
2018-04-16 13:26:25,微信红包,Y~_~u儿,"/",收入,3.53,/,已存入零钱,1000039401004804167010281041034	,1000039401201804167010281041034	,"/"
2018-04-16 13:24:51,微信红包,博玉,"/",收入,9.00,/,已存入零钱,1000039401000804167010352929140	,1000039401201804167010352929140	,"/"
2018-04-16 13:01:27,转账,曾元,"转账备注:微信转账",收入,10.00,/,已存入零钱,1000050201201804160600280807924	,/	,"/"
2018-04-16 12:54:16,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,28.00,零钱,支付成功,100005030118041600073131061372227352	,1000050301201804160410327868383	,"/"
2018-04-13 06:36:29,微信红包,博玉,"/",收入,10.00,/,已存入零钱,1000039401000804137002323238219	,1000039401201804137002323238219	,"/"
2018-04-12 09:38:26,微信红包-退款,/,"/",收入,1.00,零钱,已全额退款,1000039501201804116005925559453	,1000039501201804116005925559453	,"/"
2018-04-11 09:30:16,微信红包,/,"/",支出,1.00,零钱,已全额退款,100003950118041100073131033441739352	,1000039501201804116005925559453	,"/"
2018-04-10 08:06:40,微信红包,匆匆z2,"/",收入,0.68,/,已存入零钱,1000039501002804106003785714992	,1000039501201804106003785714992	,"/"
2018-04-09 16:54:08,商户消费,幸福食客量贩,"[微会员]在线充值100元",支出,100.00,零钱,支付成功,4200000061201804095342732953	,429c18f9823e4595ad005e45daf2f710	,"/"
2018-04-09 12:53:13,微信红包,博玉,"/",收入,9.00,/,已存入零钱,1000039501000804097010514935486	,1000039501201804097010514935486	,"/"
2018-04-09 12:46:04,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,18.00,零钱,支付成功,100005030118040900073131023082950352	,1000050301201804090310327666222	,"/"
2018-04-08 11:14:06,商户消费,京东商城平台商户,"京东-72805567993",支出,38.60,零钱,支付成功,4200000068201804084451077644	,39400618040811140605139	,"/"
2018-04-08 11:02:40,商户消费,京东商城平台商户,"京东-73896399808",支出,98.00,零钱,支付成功,4200000067201804084522905092	,39413418040811024004953	,"/"
2018-04-07 11:31:03,零钱提现,交通银行(1797),"/",/,3003.00,交通银行(1797),提现已到账,473031804072155935404	,/	,"服务费3.00"
2018-04-07 11:30:29,转账,妈妈,"转账备注:微信转账",收入,3000.00,/,已存入零钱,1000050201201804071700196800655	,/	,"/"
2018-04-05 22:08:58,扫二维码付款,小强孕婴童专卖王梅18991267123,"收款方备注:二维码收款",支出,10.50,零钱,支付成功,100005030118040500073131005610805352	,1000050301201804050810749380007	,"/"
2018-04-05 07:54:12,商户消费,充值服务,"王者荣耀点券",支出,28.50,零钱,支付成功,4200000081201804052456083005	,product_2018040544430124	,"/"
2018-04-04 22:49:02,微信红包,Silence,"/",收入,100.00,/,已存入零钱,1000039401000804047031951473657	,1000039401201804047031951473657	,"/"
2018-03-29 18:22:49,微信红包,/,"/",支出,9.00,零钱,支付成功,100003950118032900073131065099368352	,1000039501201803296025095977484	,"/"
2018-03-23 18:12:50,扫二维码付款,丽霞,"收款方备注:二维码收款",支出,10.00,零钱,支付成功,100005030118032300073131011487762352	,1000050301201803231210596182431	,"/"
2018-03-22 18:27:09,微信红包,/,"/",支出,17.00,零钱,支付成功,100003950118032200073131002757098352	,1000039501201803226022907861779	,"/"
2018-03-21 09:38:05,商户消费,充值服务,"王者荣耀点券",支出,28.50,零钱,支付成功,4200000094201803212656995776	,product_20180321162796253	,"/"
2018-03-20 19:26:04,微信红包,驼家枭非非,"/",收入,0.22,/,已存入零钱,1000039501023803206026707229878	,1000039501201803206026707229878	,"/"
2018-03-20 12:51:00,微信红包,/,"/",支出,9.00,零钱,支付成功,100003950118032000073131089291788352	,1000039501201803206012157564573	,"/"
2018-03-17 12:27:05,商户消费,杭州织点科技有限公司,"付费观看“点”出一个不一样的世界",支出,9.90,零钱,支付成功,4200000078201803170289396685	,2018031712270412628562	,"/"
2018-03-16 07:55:39,微信红包,砸到牛顿的苹果,"/",收入,12.34,/,已存入零钱,1000039401003803167003494650665	,1000039401201803167003494650665	,"/"
2018-03-15 20:43:00,商户消费,京东商城平台商户,"京东-73266293378",支出,429.00,零钱,支付成功,4200000061201803159283547197	,39401218031520430001275	,"/"
2018-03-15 18:28:32,微信红包,/,"/",支出,17.00,零钱,支付成功,100003940118031500073131065183706352	,1000039401201803156027236700363	,"/"
2018-03-15 15:22:18,商户消费,轻松筹爱心需求方,"201803150005628492901601",支出,10.00,零钱,支付成功,4200000071201803159084812709	,201803150005628492901601	,"/"
2018-03-15 13:00:27,微信红包,/,"/",支出,9.00,零钱,支付成功,100003940118031500073131063707975352	,1000039401201803156012836567186	,"/"
2018-03-13 12:56:19,商户消费,充值服务,"王者荣耀点券",支出,5.70,零钱,支付成功,4200000094201803137882581257	,product_2018031329838037	,"/"
2018-03-12 15:28:32,商户消费,京东商城平台商户,"京东-73135486222",支出,54.80,零钱,支付成功,4200000060201803127441945663	,39416918031215283201479	,"/"
2018-03-11 22:06:51,商户消费,轻松筹爱心需求方,"201803110005593746081601",支出,10.00,零钱,支付成功,4200000074201803117052376500	,201803110005593746081601	,"/"
2018-03-11 14:47:37,微信红包,/,"/",支出,2.00,零钱,支付成功,100003950118031100073131044212564352	,1000039501201803116017319260771	,"/"
2018-03-10 11:16:09,商户消费,冰菓倾城西安枫林北路店,"麦克风",支出,4.00,零钱,支付成功,4200000068201803105977719782	,399590675175201803101271610784	,"/"
2018-03-10 00:54:32,商户消费,充值服务,"王者荣耀点券",支出,5.70,零钱,支付成功,4200000090201803105809817435	,product_20180310325190807	,"/"
2018-03-10 00:54:02,商户消费,充值服务,"王者荣耀点券",支出,64.60,零钱,支付成功,4200000085201803105788936225	,product_20180310324989875	,"/"
2018-03-10 00:51:20,转账,李超波,"转账备注:微信转账",收入,71.00,/,已存入零钱,1000050201201803100200012223241	,/	,"/"
2018-03-09 19:58:27,商户消费,杭州织点科技有限公司,"付费观看我在王者峡谷等你",支出,9.90,零钱,支付成功,4200000059201803095679206677	,2018030919582773717458	,"/"
2018-03-08 22:50:40,微信红包,/,"/",支出,3.80,零钱,支付成功,100003940118030800073131031997814352	,1000039401201803086078157766951	,"/"
2018-03-06 22:05:57,转账,妈妈,"转账备注:微信转账",收入,500.00,/,已存入零钱,1000050201201803061400684424052	,/	,"/"
2018-03-06 22:04:27,转账,妈妈,"转账备注:微信转账",收入,200.00,/,已存入零钱,1000050201201803061900672014477	,/	,"/"
2018-03-06 13:08:21,微信红包,/,"/",支出,16.00,零钱,支付成功,100003940118030600071131962747221352	,1000039401201803066013956633460	,"/"
2018-03-05 18:29:07,商户消费,手机充值,"30元手机话费-13201798865",支出,29.97,零钱,支付成功,4200000083201803053272078572	,5912010951201803055212777334	,"/"
2018-03-05 18:24:54,零钱充值,交通银行(1797),"/",/,343.00,交通银行(1797),支付成功,110371803051600695091	,/	,"/"
2018-03-05 18:18:06,商户消费,JD.COM_INTERNATIONAL_LIMITED,"京东全球购订单",支出,140.09,零钱,支付成功,1235847701371803051275050633	,66418218030518175808253	,"/"
2018-03-03 21:25:03,商户消费,手机充值,"30元手机话费-13201798865",支出,29.97,零钱,支付成功,4200000082201803032132797625	,5912012741201803035139661950	,"/"
2018-03-03 17:21:07,微信红包-退款,/,"/",收入,20.00,零钱,已全额退款,1000039501201803026029777200623	,1000039501201803026029777200623	,"/"
2018-03-03 08:52:04,商户消费,摩拜单车,"车费代扣",支出,60.00,零钱,支付成功,4200000063201803031631056390	,MBK0292018030308520443474842	,"/"
2018-03-02 17:17:00,微信红包,/,"/",支出,20.00,零钱,已全额退款,100003950118030200071131956755155352	,1000039501201803026029777200623	,"/"
2018-03-02 12:22:26,微信红包,/,"/",支出,16.00,零钱,支付成功,100003950118030200071131956291389352	,1000039501201803026018166281883	,"/"
2018-02-28 12:48:55,微信红包,/,"/",支出,3.00,零钱,支付成功,100003950118022800071131953157139352	,1000039501201802286012618369283	,"/"
2018-02-28 12:48:21,微信红包,博玉,"/",收入,10.00,/,已存入零钱,1000039501000802287012463798324	,1000039501201802287012463798324	,"/"
2018-02-26 19:15:10,微信红包,/,"/",支出,26.00,零钱,支付成功,100003940118022600071131950746836352	,1000039401201802266026307565318	,"/"
2018-02-26 12:58:22,扫二维码付款,裤带面,"收款方备注:二维码收款",支出,20.00,零钱,支付成功,100005030118022600071131950205849352	,1000050301201802260710248462546	,"/"
2018-02-26 09:18:02,商户消费,手机充值,"30元手机话费-13201798865",支出,29.97,零钱,支付成功,4200000082201802268483002631	,5912012761201802264888547662	,"/"
2018-02-23 19:17:01,扫二维码付款,高代军,"收款方备注:二维码收款",支出,18.00,零钱,支付成功,100005030118022300071131946398705352	,1000050301201802230810377176547	,"/"
2018-02-23 12:44:44,商户消费,西安市高新区嘉业日兴便利店,"西安市高新区嘉业日兴便利店扫码收款",支出,8.50,零钱,支付成功,4200000078201802236894356429	,18022320758105	,"/"
2018-02-21 13:08:31,商户消费,特优利便利店西安西长安街店,"特优利便利店西安西长安街店",支出,22.00,零钱,支付成功,4200000060201802215806582294	,199550419968201802213204127066	,"/"
2018-02-21 10:15:43,微信红包,Hybarain,"/",收入,100.00,/,已存入零钱,1000039501000802207026520946351	,1000039501201802207026520946351	,"/"
2018-02-20 21:01:11,微信红包,浮华帅,"/",收入,1.50,/,已存入零钱,1000039501000802207041513757196	,1000039501201802207041513757196	,"/"
2018-02-20 20:59:49,微信红包,/,"/",支出,5.00,零钱,支付成功,100003950118022000071131942305740352	,1000039501201802206042906198188	,"/"
2018-02-20 13:07:57,微信红包,zx,"/",收入,0.01,/,已存入零钱,1000039501015802206016689073360	,1000039501201802206016689073360	,"/"
2018-02-17 20:20:07,商户消费,西安唐久便利,"长安绿园店-消费",支出,17.50,零钱,支付成功,4200000068201802174193980709	,020802081180217202003	,"/"
2018-02-16 21:44:51,微信红包-退款,/,"/",收入,3.89,零钱,已全额退款,1000039401201802156163827824314	,1000039401201802156163827824314	,"/"
2018-02-16 10:56:08,微信红包,Nirvazure,"/",收入,2.66,/,已存入零钱,1000039401002802166091966059789	,1000039401201802166091966059789	,"/"
2018-02-16 10:55:58,微信红包,bigwhiterain,"/",收入,2.59,/,已存入零钱,1000039401001802167081253793891	,1000039401201802167081253793891	,"/"
2018-02-16 10:54:25,微信红包,/,"/",支出,18.00,零钱,支付成功,100003940118021600071131934062100352	,1000039401201802166091966059789	,"/"
2018-02-16 10:53:18,微信红包,杨甫,"/",收入,4.37,/,已存入零钱,1000039401001802166090048001510	,1000039401201802166090048001510	,"/"
2018-02-16 00:15:24,微信红包,つづく,"/",收入,8.88,/,已存入零钱,1000039401000802167010870883828	,1000039401201802167010870883828	,"/"
2018-02-16 00:07:32,微信红包,/,"/",支出,6.66,零钱,支付成功,100003940118021600071131932351074352	,1000039401201802166006558235663	,"/"
2018-02-16 00:07:00,微信红包,流年,"/",收入,6.66,/,已存入零钱,1000039401000802166003577855536	,1000039401201802166003577855536	,"/"
2018-02-16 00:06:08,微信红包,l@@x,"/",收入,4.54,/,已存入零钱,1000039401009802167002831953048	,1000039401201802167002831953048	,"/"
2018-02-16 00:05:59,微信红包,Itachi,"/",收入,1.88,/,已存入零钱,1000039401008802166001855380582	,1000039401201802166001855380582	,"/"
2018-02-15 23:31:26,微信红包,秦冰,"/",收入,0.03,/,已存入零钱,1000039401045802157209112475321	,1000039401201802157209112475321	,"/"
2018-02-15 22:23:31,微信红包,马木南,"/",收入,1.26,/,已存入零钱,1000039401004802157186351197643	,1000039401201802157186351197643	,"/"
2018-02-15 22:22:16,微信红包,/,"/",支出,2.28,零钱,支付成功,100003940118021500071131931432663352	,1000039401201802156188268980323	,"/"
2018-02-15 22:21:58,微信红包,Nirvazure,"/",收入,2.28,/,已存入零钱,1000039401002802156204296734262	,1000039401201802156204296734262	,"/"
2018-02-15 22:21:14,微信红包,/,"/",支出,8.00,零钱,支付成功,100003940118021500071131931422976352	,1000039401201802156204296734262	,"/"
2018-02-15 21:37:29,微信红包,东南偏北,"/",收入,1.67,/,已存入零钱,1000039401008802157163472231718	,1000039401201802157163472231718	,"/"
2018-02-15 21:33:54,微信红包,Nirvazure,"/",收入,0.89,/,已存入零钱,1000039401004802156163827824314	,1000039401201802156163827824314	,"/"
2018-02-15 21:33:45,微信红包,/,"/",支出,18.00,零钱,已退款￥3.89,100003940118021500071131930920889352	,1000039401201802156163827824314	,"/"
2018-02-15 21:32:02,微信红包,：.,"/",收入,0.66,/,已存入零钱,1000039401011802157130640757761	,1000039401201802157130640757761	,"/"
2018-02-15 21:31:51,微信红包,XZ,"/",收入,0.50,/,已存入零钱,1000039401012802156139588814675	,1000039401201802156139588814675	,"/"
2018-02-15 21:31:41,微信红包,永强,"/",收入,0.08,/,已存入零钱,1000039401013802156112198300936	,1000039401201802156112198300936	,"/"
2018-02-15 21:31:11,微信红包,/,"/",支出,8.88,零钱,支付成功,100003940118021500071131930890960352	,1000039401201802156169499301057	,"/"
2018-02-15 21:30:43,微信红包,정지점【断点】,"/",收入,0.50,/,已存入零钱,1000039401000802156122496925227	,1000039401201802156122496925227	,"/"
2018-02-15 19:52:14,微信红包,Nirvazure,"/",收入,1.72,/,已存入零钱,1000039401004802156072727480876	,1000039401201802156072727480876	,"/"
2018-02-15 19:21:08,微信红包,奋斗x,"/",收入,0.67,/,已存入零钱,1000039401011802157083480922244	,1000039401201802157083480922244	,"/"
2018-02-15 19:10:45,微信红包,玄不救非氪不改命,"/",收入,18.99,/,已存入零钱,1000039401002802156088965842418	,1000039401201802156088965842418	,"/"
2018-02-15 19:05:11,微信红包,/,"/",支出,18.00,零钱,支付成功,100003940118021500071131929160041352	,1000039401201802156086625972583	,"/"
2018-02-15 18:50:18,微信红包,蒋大力,"/",收入,6.66,/,已存入零钱,1000039401001802157079733657476	,1000039401201802157079733657476	,"/"
2018-02-15 18:50:14,微信红包,匆匆z2,"/",收入,2.88,/,已存入零钱,1000039401002802156076988666662	,1000039401201802156076988666662	,"/"
2018-02-15 18:44:52,微信红包,/,"/",支出,18.00,零钱,支付成功,100003940118021500071131929007199352	,1000039401201802156072727480876	,"/"
2018-02-15 17:58:10,微信红包,/,"/",支出,28.00,零钱,支付成功,100003940118021500071131928761856352	,1000039401201802156067785142701	,"/"
2018-02-15 17:57:10,微信红包,/,"/",支出,28.00,零钱,支付成功,100003940118021500071131928757985352	,1000039401201802156067606513442	,"/"
2018-02-15 17:53:21,微信红包,/,"/",支出,18.88,零钱,支付成功,100003940118021500071131928743136352	,1000039401201802156066896350130	,"/"
2018-02-15 01:42:04,微信红包,杨甫,"/",收入,99.99,/,已存入零钱,1000039401000802156003548507429	,1000039401201802156003548507429	,"/"
2018-02-15 01:40:49,微信红包,/,"/",支出,88.88,零钱,支付成功,100003940118021500071131927144746352	,1000039401201802156003358520116	,"/"
2018-02-14 22:52:19,商户消费,充值服务,"王者荣耀点券",支出,112.10,零钱,支付成功,4200000098201802142879611234	,product_20180214199697815	,"/"
2018-02-14 22:46:45,零钱充值,交通银行(1797),"/",/,500.00,交通银行(1797),支付成功,110371802141994609094	,/	,"/"
2018-02-13 17:36:00,商户消费,绝味鸭脖,"绝味食品",支出,38.90,交通银行,支付成功,4200000079201802132206687669	,jwd021802133956771	,"/"
